time,open,high,low,close,Volume,ATR
1704736200,402.68,402.96,402.59,402.91,26606,0.32726328795796217
1704736500,402.91,402.92,402.73,402.92,81015,0.31745876738953616
1704736800,402.91,402.93,402.67,402.74,45151,0.31335456971885434
1704737100,402.75,402.97,402.75,402.88,23121,0.3074006718817946
1704737400,402.87,402.93,402.67,402.85,34887,0.30401490960452293
1704737700,402.85,402.94,402.78,402.83,31216,0.29372813034705875
1704738000,402.83,403.01,402.8,403,29495,0.28774754960798166
1704738300,403.01,403.03,402.81,402.84,43340,0.28290843892169515
1704738600,402.85,402.92,402.79,402.86,41894,0.2719864075701452
1704738900,402.89,402.96,402.82,402.94,18168,0.2625588070294195
1704739200,402.95,403.12,402.9,403.09,26093,0.2595188922416058
1704739500,403.09,403.32,403.07,403.26,80747,0.25883897136720535
1704739800,403.27,403.3,403.14,403.28,34617,0.2517790448409782
1704740100,403.27,403.55,403.25,403.5,70238,0.2552233987809091
1704740400,403.485,403.54,403.33,403.42,66539,0.25199315601084676
1704740700,403.42,403.49,403.27,403.485,72533,0.2497079305815025
1704741000,403.49,403.76,403.44,403.75,86527,0.2547287926828233
1704741300,403.75,403.93,403.5,403.59,75361,0.26724816463405066
1704741600,403.6,403.61,403.45,403.51,47810,0.259587581445906
1704741900,403.52,403.91,403.52,403.88,65262,0.269617039914058
1704742200,403.88,404.19,403.88,404.12,89040,0.272501537063054
1704742500,404.14,404.15,403.97,404.05,47185,0.26589428441568946
1704742800,404.05,404.22,404.04,404.16,51837,0.2597589783859978
1704743100,404.16,404.37,404.13,404.28,66800,0.25834762278699863
1704743400,404.28,404.47,404.265,404.4,59460,0.25453707830221595
1704743700,404.41,404.77,404.4,404.56,89383,0.26278442985205797
1704744000,404.55,404.61,404.29,404.59,116742,0.2668712562911962
1704744300,404.58,404.66,404.38,404.52,97185,0.26780902369897
1704744600,404.52,404.54,404.26,404.38,77270,0.26867980772047423
1704744900,404.379,404.76,404.32,404.68,51307,0.2809169643118688
1704745200,404.68,404.72,404.55,404.67,81809,0.2729943240038793
1704745500,404.67,404.71,404.39,404.43,86787,0.276351872289316
1704745800,404.43,404.62,404.34,404.62,84631,0.27661245284008124
1704746100,404.62,404.91,404.445,404.9,140533,0.29006870620864916
1704746400,404.895,404.99,404.63,404.72,125377,0.2950637986223181
1704746700,404.71,404.72,404.36,404.41,169112,0.2997020987207249
1704747000,404.42,405.21,404.42,405.05,344302,0.33543766309781275
1704747300,405.04,405.24,404.77,405.01,732697,0.3450492585908281
1704810600,401.91,403,401.85,402.91,549130,0.546117168691481
1704810900,402.92,402.96,402.185,402.33,412519,0.5624659423563736
1704811200,402.32,402.73,401.71,402.07,309485,0.5951469464737783
1704811500,402.07,402.38,401.75,402.08,211193,0.5976364502970795
1704811800,402.08,402.47,401.89,402.09,191492,0.5963767038472909
1704812100,402.09,402.79,401.97,402.78,155624,0.6123497964296268
1704812400,402.78,402.95,402.42,402.43,196447,0.606467668113223
1704812700,402.45,403.13,402.25,403.11,177491,0.6260056918194211
1704813000,403.14,403.43,403.13,403.42,140668,0.6041481424037477
1704813300,403.41,403.76,403.34,403.62,150667,0.590994703660624
1704813600,403.62,403.76,403.54,403.69,111050,0.5644950819705773
1704813900,403.7,403.7,403.08,403.31,99716,0.5684597189726792
1704814200,403.35,403.41,402.93,403.36,99291,0.5621411676174891
1704814500,403.34,403.8,403.27,403.75,82320,0.5598453699305277
1704814800,403.76,403.86,403.52,403.75,50122,0.5441421292212066
1704815100,403.72,403.84,403.5,403.82,72633,0.5295605485625472
1704815400,403.8,403.88,403.35,403.52,76123,0.5295919379509347
1704815700,403.54,403.76,403.3,403.47,110197,0.5246210852401523
1704816000,403.45,404.11,403.44,404.03,84933,0.5350052934372854
1704816300,404.02,404.13,403.73,404.01,81360,0.5253620581917634
1704816600,404.015,404.15,403.87,404.14,45937,0.5078361968923498
1704816900,404.14,404.6,404.12,404.46,75941,0.5058478971143262
1704817200,404.5,404.74,404.42,404.72,93228,0.4925730473204453
1704817500,404.71,404.71,404.46,404.57,81647,0.4759606867975598
1704817800,404.58,404.77,404.55,404.67,63833,0.457677780597732
1704818100,404.65,404.77,404.595,404.65,105509,0.4374865105550336
1704818400,404.63,404.76,404.43,404.74,48538,0.4298089026582444
1704818700,404.72,404.9,404.66,404.88,54986,0.41625112389693786
1704819000,404.88,405.44,404.87,405.4,74738,0.4272331864757275
1704819300,405.39,405.83,405.39,405.81,82680,0.42814510172746106
1704819600,405.82,405.88,405.45,405.6,64839,0.42827759446121433
1704819900,405.59,405.985,405.59,405.98,38723,0.42590062342827323
1704820200,405.97,405.97,405.68,405.71,43795,0.41690772175482593
1704820500,405.73,405.79,405.42,405.48,43226,0.41355717020091015
1704820800,405.46,405.69,405.46,405.61,46370,0.4004459437579893
1704821100,405.66,405.73,405.6,405.69,27686,0.38112837634670405
1704821400,405.72,405.75,405.39,405.49,38775,0.37961920660765475
1704821700,405.48,405.64,405.47,405.57,39849,0.3646464061356765
1704822000,405.55,405.82,405.55,405.809,26194,0.35788594855455547
1704822300,405.8,405.87,405.64,405.72,30908,0.3487512379435171
1704822600,405.715,406.16,405.71,406.095,70558,0.35598329237612625
1704822900,406.11,406.18,405.95,406.12,31933,0.34698448577783286
1704823200,406.14,406.67,406.13,406.62,61084,0.36148559393655993
1704823500,406.65,406.67,405.86,405.96,55061,0.39352233722680585
1704823800,405.96,406.33,405.95,406.29,25669,0.3925564559963194
1704824100,406.28,406.31,406.12,406.2,19045,0.37808813771086786
1704824400,406.18,406.26,405.9,405.94,25662,0.3767961278743783
1704824700,405.91,406.06,405.72,405.77,34881,0.3741678330262066
1704825000,405.78,405.78,405.02,405.15,115485,0.401727273524334
1704825300,405.16,405.57,405.09,405.37,38521,0.4073181825583115
1704825600,405.4,405.44,405.24,405.27,28644,0.39250974094700275
1704825900,405.28,405.84,405.18,405.78,41255,0.41161618802221456
1704826200,405.77,406.36,405.76,406.33,54903,0.425072174592058
1704826500,406.33,406.38,405.91,406.02,54951,0.42828130497833744
1704826800,406.03,406.29,406.02,406.19,34620,0.4169754974798875
1704827100,406.2,406.39,406.19,406.34,40430,0.40147724765989473
1704827400,406.34,406.37,405.79,405.82,41147,0.41422887282704396
1704827700,405.82,405.87,405.47,405.7,55934,0.41321252476796777
1704828000,405.71,405.93,405.56,405.65,29446,0.4101259158559704
1704828300,405.64,405.73,405.25,405.43,32196,0.41511692186625954
1704828600,405.44,405.84,405.41,405.79,34279,0.41617999887580887
1704828900,405.78,405.87,405.46,405.46,27152,0.4157385703846814
1704829200,405.5,405.61,405.18,405.36,33063,0.4167572439286332
1704829500,405.34,405.7,405.28,405.68,26002,0.4169888693623034
1704829800,405.7,405.77,405.41,405.66,32799,0.41291823583642145
1704830100,405.67,405.77,405.44,405.7,30287,0.4069955047052473
1704830400,405.71,405.93,405.66,405.87,44556,0.3972101115120141
1704830700,405.87,405.93,405.06,405.44,86283,0.4309808178325848
1704831000,405.45,405.73,405.35,405.48,59380,0.42733933084454273
1704831300,405.47,405.77,405.46,405.65,26074,0.4189579500699327
1704831600,405.59,406.05,405.58,405.6,33853,0.42260381077922515
1704831900,405.61,405.75,405.47,405.65,91182,0.41241782429499285
1704832200,405.66,405.71,405.4,405.47,68559,0.40510226541677924
1704832500,405.45,405.54,405.28,405.39,80824,0.39473781788701273
1704832800,405.38,405.42,404.95,405.16,112554,0.40011368803794234
1704833100,405.16,405.22,404.89,404.89,90472,0.39510556746380654
1704833400,404.89,405.81,404.53,405.76,317246,0.4583123126449653
1704833700,405.74,406,405.55,405.78,334200,0.45771857602746696
1704897000,406.07,406.87,406.06,406.47,182505,0.5028815348826502
1704897300,406.48,406.9,406.48,406.68,125153,0.49767571096245733
1704897600,406.66,406.85,406.32,406.48,123780,0.49998458875085533
1704897900,406.53,406.69,406.195,406.34,95582,0.4996285466972231
1704898200,406.3,406.38,405.52,405.66,145855,0.5253693647902796
1704898500,405.68,406.05,405.46,406.03,107556,0.5299858387338333
1704898800,406.02,406.06,405.25,405.48,108789,0.5499868502528453
1704899100,405.47,405.77,405.16,405.76,112084,0.5542735038062104
1704899400,405.74,406.42,405.72,406.21,107703,0.5646825392486232
1704899700,406.24,406.56,406.08,406.25,75122,0.5586337864451514
1704900000,406.22,406.36,406.06,406.12,45724,0.5401599445562127
1704900300,406.12,406.68,406.01,406.52,52811,0.5494342342307701
1704900600,406.525,406.84,406.525,406.66,47592,0.5330460746428575
1704900900,406.67,406.8,406.43,406.68,33366,0.5213999264540823
1704901200,406.67,407.24,406.65,407.18,78643,0.5262999317073643
1704901500,407.18,407.29,406.97,407.23,54258,0.5115642222996949
1704901800,407.245,407.35,407.075,407.08,75464,0.4946667778497191
1704902100,407.09,407.37,407.08,407.34,39033,0.4800477222890263
1704902400,407.36,407.45,407.29,407.33,50833,0.4571871706969507
1704902700,407.33,407.36,407.12,407.23,35316,0.44167380136145484
1704903000,407.23,407.25,406.44,406.73,83871,0.4679828155499225
1704903300,406.75,406.84,406.44,406.73,48327,0.46312690015349783
1704903600,406.74,406.95,406.7,406.78,22284,0.44790355014253375
1704903900,406.76,406.96,406.64,406.7,26695,0.4387675822752094
1704904200,406.72,406.85,406.5,406.61,30874,0.43242704068412463
1704904500,406.64,406.81,406.57,406.76,24692,0.4186822520638307
1704904800,406.73,407.15,406.73,407.12,32864,0.4187763769164113
1704905100,407.12,407.179,406.89,406.92,26437,0.4095066357080953
1704905400,406.93,406.97,406.54,406.85,58827,0.4109704474432318
1704905700,406.84,407.19,406.76,407.02,53176,0.4123297011972871
1704906000,407.01,407.08,406.83,406.9,45081,0.40073472254033804
1704906300,406.92,407.14,406.79,407.14,28828,0.39711081378745433
1704906600,407.13,407.36,407.02,407.35,23584,0.3930314699454956
1704906900,407.34,407.405,407.15,407.33,33218,0.3831720792351027
1704907200,407.32,407.39,407.22,407.28,18488,0.36794550214687816
1704907500,407.29,407.31,407.06,407.28,23955,0.3595208234221011
1704907800,407.29,407.43,407.24,407.35,20274,0.3474121931776652
1704908100,407.351,407.669,407.34,407.59,40829,0.3460970365221182
1704908400,407.59,407.64,407.34,407.49,35772,0.34280439105625343
1704908700,407.47,407.63,407.4,407.63,17830,0.3347469345522366
1704909000,407.64,407.71,407.56,407.615,28335,0.32155072494136094
1704909300,407.64,407.87,407.59,407.79,27192,0.3185828160169801
1704909600,407.8,408.26,407.37,408.19,119845,0.3593983291586234
1704909900,408.17,408.29,407.61,407.66,71139,0.38229844850443656
1704910200,407.66,407.68,407.19,407.57,37894,0.38999141646840607
1704910500,407.56,407.82,407.45,407.72,37671,0.38856345814923454
1704910800,407.7,407.78,407.39,407.73,33605,0.3886660682814311
1704911100,407.74,407.83,407.58,407.62,33927,0.3787613491184717
1704911400,407.65,408.04,407.59,408.03,31881,0.38384982418144126
1704911700,408.02,408.04,407.72,407.95,34245,0.37928912245419494
1704912000,407.95,408.06,407.85,407.94,23320,0.3671970422788938
1704912300,407.93,408.03,407.83,408.01,30543,0.35525439640182915
1704912600,408.01,408.18,407.98,408.15,36518,0.34416479665884053
1704912900,408.14,408.19,408.06,408.13,50446,0.3288673111832087
1704913200,408.125,408.34,408.06,408.34,43324,0.3253767889558347
1704913500,408.34,408.43,408.26,408.38,39032,0.31427844688756196
1704913800,408.39,409.08,408.35,408.73,166090,0.3439728435384476
1704914100,408.75,408.99,408.7,408.94,72627,0.3401176404285599
1704914400,408.94,408.95,408.72,408.92,43107,0.33225209468366
1704914700,408.9,409.09,408.73,408.74,60905,0.3342340879205384
1704915000,408.79,408.94,408.71,408.79,34812,0.3267887959262155
1704915300,408.8,408.83,408.58,408.7,37543,0.32130388193148585
1704915600,408.715,408.86,408.715,408.84,23623,0.30978217607923864
1704915900,408.86,409.06,408.81,408.95,42638,0.3055120206450073
1704916200,408.955,409.35,408.955,409.27,59489,0.3122611620275092
1704916500,409.27,409.48,409.27,409.46,63407,0.3049567933112612
1704916800,409.45,409.52,409.11,409.34,106435,0.31245987950331167
1704917100,409.36,409.48,409.17,409.44,64080,0.31228417382450385
1704917400,409.44,409.44,408.81,409.07,78223,0.33497816140846753
1704917700,409.03,409.21,408.68,408.85,110344,0.3489082927364322
1704918000,408.86,408.95,408.13,408.19,113326,0.38255770039811515
1704918300,408.22,408.69,408.07,408.44,85274,0.39951786465539296
1704918600,408.47,408.68,408.28,408.54,50589,0.3995523028942959
1704918900,408.57,408.6,408.31,408.45,31747,0.39172713840184764
1704919200,408.46,408.48,407.88,408.02,279904,0.40660377137314585
1704919500,408,408.25,407.63,407.7,149214,0.42184635913220714
1704919800,407.72,408.27,407.35,408.25,203833,0.4574287620513323
1704920100,408.27,408.77,408.15,408.54,333073,0.4690409933333803
1704983400,409.78,410.52,409.6,410.49,351249,0.5769666366667074
1704983700,410.54,411.2,410.38,410.49,213924,0.594326162619085
1704984000,410.53,410.74,409.79,409.87,209555,0.619731436717721
1704984300,409.89,409.94,408.84,408.92,168008,0.6540363340950284
1704984600,408.99,409.05,408.43,408.93,155070,0.6516051673739552
1704984900,408.95,409.2,408.61,409.15,125325,0.6472047982758138
1704985200,409.19,409.26,407.42,407.529,215269,0.7324044555418253
1704985500,407.575,407.59,406.18,406.21,344395,0.7808041372888355
1704985800,406.27,406.785,405.95,406.23,269268,0.7846752703396355
1704986100,406.28,407.45,406.1,407.44,222041,0.8250556081725161
1704986400,407.45,407.74,407.19,407.34,157157,0.8054087790173371
1704986700,407.35,407.68,407.15,407.58,104207,0.7857367233732437
1704987000,407.57,408.4,406.97,407.01,203468,0.8317555288465799
1704987300,407.055,407.89,407.055,407.75,96994,0.8352015625003952
1704987600,407.73,407.87,407.34,407.73,62537,0.8134014508932262
1704987900,407.74,407.78,406.85,407.1,64187,0.8217299186865636
1704988200,407.17,407.3,406.41,406.45,82428,0.8266063530660939
1704988500,406.44,407.05,406.37,406.71,53014,0.8161344707042305
1704988800,406.7,406.92,406.28,406.53,98713,0.8035534370825028
1704989100,406.53,406.77,406.23,406.25,61870,0.7847281915766072
1704989400,406.23,406.48,405.04,405.08,207433,0.8315333207497065
1704989700,405.05,405.38,404.79,405.28,180810,0.8142809406961542
1704990000,405.27,405.61,405.16,405.49,104936,0.788260873503571
1704990300,405.46,405.59,405.18,405.28,136446,0.7612422396818851
1704990600,405.27,405.35,405,405.16,88318,0.7318677939903235
1704990900,405.16,405.52,404.8,404.87,132065,0.731020094419584
1704991200,404.89,405.2,404.63,404.64,179697,0.719518659103899
1704991500,404.64,405.56,404.25,405.53,140352,0.761695897739335
1704991800,405.53,405.67,404.6,404.79,229858,0.783717619329382
1704992100,404.81,405.01,404.63,404.73,95529,0.7548806465201402
1704992400,404.73,405.31,404.69,405.25,126466,0.7452463146258449
1704992700,405.25,405.5,404.99,405.42,95869,0.728443006438284
1704993000,405.45,405.83,405.29,405.65,80274,0.7149827916926897
1704993300,405.64,405.77,405.18,405.37,39419,0.7060554494289244
1704993600,405.35,405.59,404.99,405.46,64180,0.6984800601839988
1704993900,405.43,405.59,404.97,405,60317,0.6928743415994237
1704994200,405.09,405.37,405.07,405.21,40477,0.6698118886280368
1704994500,405.24,405.45,405.09,405.41,42101,0.6476824680117493
1704994800,405.43,406.19,405.43,406.08,47915,0.6571337202966224
1704995100,406.06,406.31,406.05,406.24,40230,0.6287670259897202
1704995400,406.26,406.76,406.24,406.53,120404,0.6209979527047389
1704995700,406.54,406.72,406.16,406.31,66516,0.616640956082972
1704996000,406.29,407.08,406.23,406.98,103396,0.6333094592199001
1704996300,407.02,407.27,406.75,406.89,55604,0.6252159264184775
1704996600,406.91,407.31,406.85,407.29,42263,0.6134147888171562
1704996900,407.32,407.64,407.25,407.41,82363,0.5974565896159297
1704997200,407.42,407.65,407.29,407.63,40225,0.5804954046433602
1704997500,407.66,407.71,407.29,407.44,70971,0.5690314471688316
1704997800,407.45,407.71,407.35,407.54,49316,0.5541006295139119
1704998100,407.54,407.81,407.52,407.74,44716,0.5352362988343483
1704998400,407.74,407.83,407.64,407.71,22767,0.5105765632033232
1704998700,407.72,407.875,407.58,407.71,31826,0.49517823726022986
1704999000,407.74,408.27,407.53,408.02,88478,0.5126655060273569
1704999300,408.03,408.64,407.94,408.58,76833,0.5260465413111163
1704999600,408.6,408.98,408.54,408.56,117159,0.5199003597888935
1704999900,408.59,408.68,408.13,408.17,64144,0.5220503340896876
1705000200,408.2,408.82,408.19,408.775,48189,0.5311895959404226
1705000500,408.74,408.84,408.51,408.511,47788,0.5168189105161055
1705000800,408.52,408.72,408.22,408.34,30209,0.5156175597649552
1705001100,408.33,409,408.32,408.9,63744,0.5273591626388875
1705001400,408.9,409.12,408.69,408.85,50746,0.5204049367361103
1705001700,408.86,409,408.76,408.93,21606,0.5003760126835316
1705002000,408.96,409.23,408.84,408.85,44222,0.49249201177756813
1705002300,408.9,409.15,408.83,409.11,29043,0.48017115379345565
1705002600,409.12,409.4,409.12,409.35,68639,0.46658749995106336
1705002900,409.33,409.77,409.32,409.54,58345,0.4654026785259866
1705003200,409.61,409.65,408.94,409.09,58611,0.48287391577412897
1705003500,409.09,409.15,408.77,408.88,64279,0.4755257789331194
1705003800,408.88,409.1,408.42,409.03,96366,0.4901310804378971
1705004100,409.02,409.02,408.38,408.68,59005,0.5015502889780457
1705004400,408.72,409.05,408.615,408.92,41124,0.49679669690818545
1705004700,408.9,409.275,408.84,408.86,60750,0.4923826471290295
1705005000,408.9,409.19,408.89,409.18,54868,0.480783886619812
1705005300,409.15,409.15,408.63,408.81,68880,0.48572789471839767
1705005600,408.78,409.03,408.7,408.84,60015,0.4746044736670824
1705005900,408.83,409.24,408.72,409.05,90852,0.4778470112622895
1705006200,408.92,409.15,408.47,409.1,172377,0.4922865104578367
1705006500,409.08,409.58,408.97,409.33,249020,0.5006946168537024
1705069800,410.4,410.53,409.62,409.99,197094,0.5506450013641514
1705070100,409.98,410.68,409.85,410.39,147347,0.5705989298381394
1705070400,410.4,411.15,410.36,411.09,124766,0.5862704348496983
1705070700,411.08,411.25,410.87,410.96,138581,0.5715368323604338
1705071000,411.01,411.14,410.65,410.69,91644,0.5657127729061178
1705071300,410.66,411.04,409.87,409.91,127102,0.6088761462699676
1705071600,409.94,409.96,408.88,409.27,297114,0.6425278501078259
1705071900,409.26,410.35,409.16,410.03,113192,0.6816330036715524
1705072200,410.05,410.24,409.08,409.34,112746,0.715802074837872
1705072500,409.41,409.83,408.71,408.85,127021,0.7446733552065956
1705072800,408.89,409.5,408.89,409.5,89985,0.7379109726918373
1705073100,409.5,409.67,409.08,409.43,75413,0.7273459032138512
1705073400,409.44,409.98,409.36,409.71,74401,0.7196783386985764
1705073700,409.76,409.8,409.04,409.17,82618,0.7225584573629632
1705074000,409.2,409.7,408.72,409.49,95489,0.7409471389798916
1705074300,409.49,409.57,408.59,408.61,96605,0.7580223433384721
1705074600,408.66,408.82,408.15,408.32,138328,0.7517350331000109
1705074900,408.31,408.98,408.2,408.9,95936,0.753753959307155
1705075200,408.91,409.33,408.67,409.05,85609,0.7470572479280703
1705075500,409.05,409.75,408.86,409.69,75118,0.7572674445046357
1705075800,409.67,409.9,409.53,409.79,67415,0.7296054841828763
1705076100,409.78,410.11,409.68,409.87,52798,0.7082050924555284
1705076400,409.85,409.92,409.54,409.72,66033,0.6847618715658476
1705076700,409.71,410.08,409.7,409.8,37431,0.662993166454001
1705077000,409.81,409.95,409.58,409.74,36685,0.6420650831358584
1705077300,409.7,409.7,408.46,408.95,148939,0.6876318629118706
1705077600,408.98,409.07,408.68,408.94,55298,0.6663724441324502
1705077900,408.93,409.12,408.64,408.87,56178,0.6530601266944194
1705078200,408.87,409.05,408.54,408.75,41928,0.642841546216246
1705078500,408.78,408.81,408.36,408.52,69572,0.6290671500579419
1705078800,408.54,408.66,408.27,408.36,65540,0.6119909250538063
1705079100,408.4,408.74,408.39,408.58,24346,0.5954201446928197
1705079400,408.62,408.98,408.57,408.79,58343,0.5821758486433344
1705079700,408.81,409.15,408.71,409.07,31746,0.572020430883096
1705080000,409.07,409.27,408.81,408.85,76211,0.5640189715343019
1705080300,408.83,408.93,408.51,408.89,52533,0.5537319021389958
1705080600,408.9,409.12,408.78,408.97,28796,0.5384653377004984
1705080900,408.99,408.99,408.58,408.81,28332,0.5292892421504646
1705081200,408.8,409.02,408.66,408.97,46126,0.5171971534254284
1705081500,408.94,408.98,408.59,408.72,31503,0.5081116424664723
1705081800,408.7,409.33,408.63,409.3,59015,0.5218179537188663
1705082100,409.3,409.39,408.93,409.12,51064,0.5174023855960886
1705082400,409.14,409.37,409.14,409.31,58523,0.498302215196368
1705082700,409.34,409.48,409.15,409.48,33426,0.4862806283966304
1705083000,409.48,409.61,409.43,409.53,34432,0.46440344065401445
1705083300,409.5,409.56,409.35,409.43,24186,0.4462317663215834
1705083600,409.44,409.67,409.19,409.43,58221,0.44864378301290014
1705083900,409.48,409.68,409.4,409.51,27174,0.43659779851198083
1705084200,409.52,409.59,409.37,409.57,42773,0.42112652718969434
1705084500,409.55,409.65,409.455,409.57,38332,0.40497463239042997
1705084800,409.58,409.76,409.5,409.57,48784,0.3946193015053986
1705085100,409.59,409.63,409.45,409.63,17170,0.3792893513978706
1705085400,409.64,409.76,409.48,409.72,23197,0.3721972548694494
1705085700,409.7,409.85,409.55,409.76,29215,0.367040308093061
1705086000,409.74,409.92,409.71,409.92,32601,0.3558231432292735
1705086300,409.92,409.98,409.79,409.93,45566,0.3439786329986109
1705086600,409.91,410.02,409.81,409.96,39922,0.3344087306415658
1705086900,409.93,410.08,409.83,409.92,54972,0.3283795355957397
1705087200,409.91,409.95,409.3,409.7,55494,0.3513524259103281
1705087500,409.69,409.73,409.53,409.59,28681,0.3405415383453079
1705087800,409.59,409.59,409,409.17,71912,0.35835999989206985
1705088100,409.16,409.32,408.88,409.28,57101,0.3641914284712075
1705088400,409.3,409.4,409.14,409.21,29969,0.3567491835804063
1705088700,409.22,409.28,409.09,409.27,40534,0.3448385276103771
1705089000,409.26,409.45,409.2,409.21,43821,0.3380643470667787
1705089300,409.18,409.3,408.99,409.06,37722,0.3360597508477232
1705089600,409.06,409.06,408.78,408.9,63814,0.3320554829300308
1705089900,408.88,409.22,408.82,408.93,48486,0.33690866272074527
1705090200,408.94,409.08,408.82,409.04,50860,0.33141518681211996
1705090500,409.02,409.12,408.83,408.97,50017,0.3284569591826843
1705090800,408.96,409.035,408.61,408.77,66403,0.33535289066963625
1705091100,408.77,409.27,408.77,409.12,71556,0.34711339847894795
1705091400,409.13,409.39,409.06,409.36,65525,0.3458910128733077
1705091700,409.36,409.39,409.18,409.25,92729,0.33618451195378424
1705092000,409.25,409.46,409.06,409.42,97847,0.3407427610999409
1705092300,409.42,409.57,409.34,409.53,142780,0.33283256387851784
1705092600,409.56,409.69,409.31,409.6,224439,0.33620166645862337
1705092900,409.59,409.74,409.37,409.55,386329,0.3386158331401506
1705415400,408.31,408.86,408.03,408.51,356602,0.4230004164872855
1705415700,408.52,409.01,407.88,408.22,288635,0.47350038673819334
1705416000,408.25,408.26,407.19,407.37,257223,0.516107501971179
1705416300,407.38,407.64,406.91,407.27,260233,0.5313855375446634
1705416600,407.29,407.569,406.83,407.48,212178,0.5462151420057613
1705416900,407.48,408.35,407.48,408.26,159447,0.5693426318624929
1705417200,408.24,408.55,407.78,407.85,173213,0.5836753010151747
1705417500,407.85,408.5,407.73,408.49,169535,0.5969842080855182
1705417800,408.49,408.99,408.34,408.89,150351,0.6007710503651265
1705418100,408.93,409.52,408.68,409.46,124490,0.6178588324819013
1705418400,409.44,410.31,409.38,410.28,230770,0.640154630161766
1705418700,410.28,410.38,409.99,410.12,170008,0.6222864422930675
1705419000,410.13,410.42,410.1,410.34,111190,0.600694553557848
1705419300,410.31,410.405,409.64,410.18,108476,0.6124306568751435
1705419600,410.2,410.83,410.16,410.53,120724,0.6165427528126303
1705419900,410.54,411.01,410.51,410.94,83424,0.608218270468871
1705420200,410.96,411.12,410.78,411.01,67800,0.5890598225782396
1705420500,411.02,411.02,410.6,410.6,70979,0.5769841209655053
1705420800,410.64,410.86,408.81,409.48,589487,0.6821995408965414
1705421100,409.375,410.04,409.18,409.56,170367,0.6948995736896466
1705421400,409.59,409.83,408.77,409.68,130192,0.7209781755689578
1705421700,409.74,410.4,409.33,410.075,126301,0.7459083058854603
1705422000,410.07,410.85,409.94,410.66,98838,0.7576291411793578
1705422300,410.68,410.77,410.16,410.18,89698,0.7470842025236862
1705422600,410.22,410.73,410.22,410.66,62405,0.7330067594862808
1705422900,410.67,410.7,409.84,410.25,95636,0.7420777052372617
1705423200,410.23,410.42,409.83,410.1,101755,0.7312150120060309
1705423500,410.11,410.2,409.66,409.82,75089,0.7175567968627403
1705423800,409.82,409.91,409.26,409.26,68155,0.7127313113725471
1705424100,409.27,409.52,408.9,409.11,114723,0.7061076462745083
1705424400,409.105,409.38,408.55,408.66,79738,0.7149571001120423
1705424700,408.69,408.81,408.26,408.42,121917,0.70317445010404
1705425000,408.44,408.925,408.37,408.71,48293,0.6925905608108948
1705425300,408.7,409.02,408.58,408.7,47339,0.6745483778958307
1705425600,408.7,408.97,408.63,408.86,33771,0.6506520651889879
1705425900,408.86,408.9,408.22,408.35,68761,0.6527483462469137
1705426200,408.36,408.38,408,408.22,124326,0.6332663215149908
1705426500,408.245,408.72,408.18,408.565,48174,0.6266044414067787
1705426800,408.56,408.57,408.23,408.24,29454,0.606132695592007
1705427100,408.28,408.44,407.94,408.02,73396,0.5985517887640065
1705427400,408.01,408.37,407.92,408.1,56352,0.5879409467094339
1705427700,408.07,408.26,407.78,407.87,61107,0.5802308790873327
1705428000,407.87,408.07,407.73,408,52555,0.5630715305810929
1705428300,407.94,408.23,407.94,408.15,39916,0.5435664212538734
1705428600,408.19,408.34,408.05,408.34,58361,0.5254545340214513
1705428900,408.33,409.07,408.32,408.791,135551,0.5414934958770619
1705429200,408.83,408.85,408.2,408.509,79060,0.5492439604572742
1705429500,408.53,408.85,408.33,408.85,56152,0.5471551061389002
1705429800,408.87,409.08,408.83,409.08,36901,0.5259297414146931
1705430100,409.07,409.08,408.43,408.51,68222,0.5347919027422133
1705430400,408.5,408.59,408.29,408.39,52817,0.5180210525463377
1705430700,408.41,408.41,408.13,408.27,28866,0.5010195487930299
1705431000,408.25,408.34,407.79,407.9,55799,0.5045181524506673
1705431300,407.86,408.08,407.71,408,53408,0.4949097129899057
1705431600,407.97,408.15,407.75,407.79,40648,0.4881304477763394
1705431900,407.78,408.15,407.66,407.73,44070,0.48826398722088316
1705432200,407.75,407.8,407.32,407.47,85906,0.4876737024193928
1705432500,407.45,407.47,407.02,407.07,76154,0.48498272367515366
1705432800,407.08,407.57,407.07,407.5,42668,0.4860553862697855
1705433100,407.5,407.91,407.42,407.66,37852,0.48633714439337294
1705433400,407.69,407.88,407.45,407.87,51876,0.48231306265098967
1705433700,407.87,407.97,407.72,407.91,49692,0.46571927246163325
1705434000,407.89,408.11,407.82,408.1,22545,0.4531678958572324
1705434300,408.11,408.58,407.99,408.5,74821,0.462941617581714
1705434600,408.5,408.65,408.39,408.52,33086,0.44844578775444804
1705434900,408.49,408.67,408.47,408.58,36133,0.43069966005770094
1705435200,408.56,408.81,408.43,408.52,43738,0.42707825576786485
1705435500,408.52,408.72,408.45,408.66,32369,0.41585838035587724
1705435800,408.68,408.95,408.56,408.56,56303,0.41401135318759935
1705436100,408.56,408.9,408.54,408.9,37736,0.41015339938848205
1705436400,408.91,408.99,408.585,408.66,69012,0.4097852994321641
1705436700,408.64,408.84,408.51,408.58,58495,0.40408634947272265
1705437000,408.59,408.74,408.44,408.52,60285,0.3966516102246719
1705437300,408.52,408.73,408.48,408.68,100792,0.38617649520862385
1705437600,408.67,408.81,408.58,408.76,45993,0.375021031265152
